4,16,R,-0.300
4,16,L,0.000
4,16,U,0.000
4,16,D,-0.510
4,17,R,0.000
4,17,L,-0.510
4,17,U,-0.510
4,17,D,0.000
4,18,R,0.000
4,18,L,0.000
4,18,U,0.000
4,18,D,0.000
5,1,R,0.000
5,1,L,-0.510
5,1,U,-0.510
5,1,D,-0.510
5,2,R,0.000
5,2,L,0.000
5,2,U,0.000
5,2,D,0.000
5,3,R,0.000
5,3,L,0.000
5,3,U,0.000
5,3,D,-0.300
5,4,R,0.000
5,4,L,0.000
5,4,U,0.000
5,4,D,0.000
5,5,R,0.000
5,5,L,0.000
5,5,U,0.000
5,5,D,0.000
5,6,R,0.000
5,6,L,0.000
5,6,U,0.000
5,6,D,0.000
5,7,R,0.000
5,7,L,0.000
5,7,U,0.000
5,7,D,0.000
5,8,R,0.000
5,8,L,0.000
5,8,U,0.000
5,8,D,0.000
5,9,R,0.000
5,9,L,-3.000
5,9,U,-0.300
5,9,D,-0.300
5,10,R,0.000
5,10,L,0.000
5,10,U,0.000
5,10,D,0.000
5,11,R,-0.300
5,11,L,0.000
5,11,U,0.000
5,11,D,0.000
5,12,R,0.000
5,12,L,0.000
5,12,U,0.000
5,12,D,-3.000
5,13,R,0.000
5,13,L,0.000
5,13,U,0.000
5,13,D,0.000
5,14,R,0.000
5,14,L,0.000
5,14,U,0.000
5,14,D,0.000
5,15,R,0.000
5,15,L,0.000
5,15,U,0.000
5,15,D,0.000
5,16,R,-0.300
5,16,L,0.000
5,16,U,-0.300
5,16,D,-0.937
5,17,R,-0.300
5,17,L,0.000
5,17,U,-0.657
5,17,D,-0.834
5,18,R,-0.760
5,18,L,-0.510
5,18,U,0.000
5,18,D,-0.510
6,1,R,0.000
6,1,L,-0.657
6,1,U,-0.657
6,1,D,-0.591
6,2,R,-0.300
6,2,L,0.000
6,2,U,0.000
6,2,D,-0.657
6,3,R,-0.300
6,3,L,0.000
6,3,U,0.000
6,3,D,-0.300
6,4,R,-0.510
6,4,L,0.000
6,4,U,0.000
6,4,D,-0.300
6,5,R,-5.100
6,5,L,0.000
6,5,U,0.000
6,5,D,0.000
6,6,R,0.000
6,6,L,0.000
6,6,U,0.000
6,6,D,0.000
6,7,R,0.000
6,7,L,0.000
6,7,U,0.000
6,7,D,0.000
6,8,R,0.000
6,8,L,0.000
6,8,U,0.000
6,8,D,0.000
6,9,R,0.000
6,9,L,0.000
6,9,U,-0.300
6,9,D,0.000
6,10,R,0.000
6,10,L,0.000
6,10,U,0.000
6,10,D,0.000
6,11,R,0.000
6,11,L,0.000
6,11,U,0.000
6,11,D,0.000
6,12,R,0.000
6,12,L,0.000
6,12,U,0.000
6,12,D,0.000
6,13,R,0.000
6,13,L,0.000
6,13,U,0.000
6,13,D,-0.300
6,14,R,0.000
6,14,L,-0.300
6,14,U,0.000
6,14,D,0.000
6,15,R,-0.994
6,15,L,-0.300
6,15,U,0.000
6,15,D,-0.300
6,16,R,-0.738
6,16,L,-0.760
6,16,U,-0.657
6,16,D,-1.184
6,17,R,-0.510
6,17,L,-0.891
6,17,U,-0.760
6,17,D,-0.300
6,18,R,-0.657
6,18,L,-0.510
6,18,U,-0.510
6,18,D,0.000
7,1,R,-0.657
7,1,L,-0.970
7,1,U,-0.657
7,1,D,-0.381
7,2,R,0.000
7,2,L,-0.760
7,2,U,-0.657
7,2,D,-0.300
7,3,R,-0.300
7,3,L,0.000
7,3,U,0.000
7,3,D,0.000
7,4,R,0.000
7,4,L,0.000
7,4,U,-0.510
7,4,D,0.000
7,5,R,0.000
7,5,L,0.000
7,5,U,0.000
7,5,D,0.000
7,6,R,0.000
7,6,L,0.000
7,6,U,0.000
7,6,D,0.000
7,7,R,0.000
7,7,L,0.000
7,7,U,0.000
7,7,D,0.000
7,8,R,0.000
7,8,L,0.000
7,8,U,0.000
7,8,D,0.000
7,9,R,0.000
7,9,L,-3.000
7,9,U,0.000
7,9,D,0.000
7,10,R,0.000
7,10,L,0.000
7,10,U,0.000
7,10,D,0.000
7,11,R,0.000
7,11,L,0.000
7,11,U,0.000
7,11,D,0.000
7,12,R,0.000
7,12,L,0.000
7,12,U,0.000
7,12,D,0.000
7,13,R,0.000
7,13,L,0.000
7,13,U,0.000
7,13,D,-0.300
7,14,R,-0.300
7,14,L,0.000
7,14,U,0.000
7,14,D,0.000
7,15,R,-0.381
7,15,L,-0.300
7,15,U,-0.510
7,15,D,0.000
7,16,R,-0.970
7,16,L,-0.657
7,16,U,-1.201
7,16,D,-0.760
7,17,R,-0.300
7,17,L,-0.954
7,17,U,-0.648
7,17,D,-0.300
7,18,R,-0.300
7,18,L,-0.381
7,18,U,0.000
7,18,D,-0.300
8,1,R,-0.300
8,1,L,-0.300
8,1,U,-0.591
8,1,D,-0.657
8,2,R,-0.300
8,2,L,-0.591
8,2,U,-0.300
8,2,D,-0.300
8,3,R,0.000
8,3,L,-0.300
8,3,U,0.000
8,3,D,0.000
8,4,R,0.000
8,4,L,0.000
8,4,U,0.000
8,4,D,0.000
8,5,R,0.000
8,5,L,0.000
8,5,U,0.000
8,5,D,0.000
8,6,R,0.000
8,6,L,0.000
8,6,U,0.000
8,6,D,0.000
8,7,R,0.000
8,7,L,0.000
8,7,U,0.000
8,7,D,0.000
8,8,R,0.000
8,8,L,0.000
8,8,U,0.000
8,8,D,0.000
8,9,R,0.000
8,9,L,0.000
8,9,U,0.000
8,9,D,0.000
8,10,R,0.000
8,10,L,0.000
8,10,U,0.000
8,10,D,0.000
8,11,R,0.000
8,11,L,0.000
8,11,U,0.000
8,11,D,0.000
8,12,R,-0.300
8,12,L,0.000
8,12,U,0.000
8,12,D,0.000
8,13,R,0.000
8,13,L,0.000
8,13,U,0.000
8,13,D,-0.657
8,14,R,0.000
8,14,L,0.000
8,14,U,0.000
8,14,D,0.000
8,15,R,-0.300
8,15,L,-3.000
8,15,U,0.000
8,15,D,-0.300
8,16,R,-0.300
8,16,L,-0.300
8,16,U,-1.116
8,16,D,-0.510
8,17,R,-0.381
8,17,L,-0.591
8,17,U,-0.300
8,17,D,-0.300
8,18,R,-0.300
8,18,L,-0.300
8,18,U,-0.300
8,18,D,-0.591
9,1,R,-0.738
9,1,L,0.000
9,1,U,-0.657
9,1,D,-0.760
9,2,R,-0.300
9,2,L,-0.510
9,2,U,-0.591
9,2,D,-0.795
9,3,R,0.000
9,3,L,-0.300
9,3,U,0.000
9,3,D,0.000
9,4,R,0.000
9,4,L,0.000
9,4,U,0.000
9,4,D,0.000
9,5,R,0.000
9,5,L,0.000
9,5,U,0.000
9,5,D,0.000
9,6,R,0.000
9,6,L,0.000
9,6,U,0.000
9,6,D,0.000
9,7,R,0.000
9,7,L,0.000
9,7,U,0.000
9,7,D,0.000
9,8,R,0.000
9,8,L,0.000
9,8,U,0.000
9,8,D,0.000
9,9,R,0.000
9,9,L,0.000
9,9,U,0.000
9,9,D,0.000
9,10,R,0.000
9,10,L,0.000
9,10,U,0.000
9,10,D,0.000
9,11,R,0.000
9,11,L,0.000
9,11,U,0.000
9,11,D,0.000
9,12,R,0.000
9,12,L,0.000
9,12,U,-0.300
9,12,D,0.000
9,13,R,-0.510
9,13,L,-0.300
9,13,U,0.000
9,13,D,0.000
9,14,R,-0.510
9,14,L,0.000
9,14,U,0.000
9,14,D,0.000
9,15,R,-0.913
9,15,L,0.000
9,15,U,-0.510
9,15,D,-0.300
9,16,R,-0.300
9,16,L,-0.760
9,16,U,-0.738
9,16,D,-0.510
9,17,R,-0.300
9,17,L,-0.381
9,17,U,-0.510
9,17,D,-0.510
9,18,R,-0.795
9,18,L,-0.510
9,18,U,-0.300
9,18,D,-0.913
